ID,one_square_meter_price
542,53.3555802743789
548,64.9836372136512
556,57.2697522206639
564,54.2754736303123
571,94.876660341556
574,50.7971820541342
575,40.8602150537634
576,37.6344086021505
590,58.4385226741468
595,59.9302953276906
599,78.5642698194296
600,69.159020771924
601,53.7186379928315
603,55.5694479175349
608,66.6488936283658
613,25.1474158862296
614,72.1836351678671
617,80.6451612903226
624,72.8531067563534
628,43.7523173896923
632,107.52688172043
633,48.7981571471596
636,63.5386119257087
637,107.935285503416
638,50.5026404530127
639,47.3984994989301
642,82.872355853896
653,70.1262272089762
656,81.1864039835462
658,59.5172337604949
660,60.0358422939068
669,68.3423144115548
670,107.459297256747
673,62.2617234989318
675,63.7511156445238
677,52.2776548794312
685,47.0430107526882
689,71.6520925335595
697,65.6479909451047
702,65.284178187404
705,65.529783554946
706,71.1309459332597
707,83.5753962187229
708,90.1735334823805
710,32.1812596006144
715,95.5794504181601
729,35.9981299672744
731,21.4516129032258
732,46.594982078853
736,51.68700027571
741,26.8817204301075
745,46.0445468509985
752,32.258064516129
757,22.4014336917563
768,38.3870967741935
774,60.0358422939068
777,51.6341956776323
793,66.4158448169668
795,55.5975880963844
805,64.7298470580378
809,68.9413875008624
810,62.3947089286829
812,55.4046406338427
817,54.9972003150832
818,73.0481533426835
825,57.4023391453202
826,41.9354838709677
836,71.6845878136201
838,55.3690927548843
841,49.8019241652518
842,59.1342480316269
850,20.6451612903226
853,34.7311827956989
859,47.4053295932679
861,55.2227342549923
862,56.6632668706544
867,50.1075268817204
870,55.2995391705069
872,66.6057202559749
876,86.9990224828934
883,55.8161395835132
889,45.6989247311828
891,50.0125031257815
892,80.6451612903226
899,52.7212572373863
901,49.2803970223325
902,46.9000228780599
903,54.5206724216265
909,54.4086021505376
911,60.9565456197055
917,58.8320480793599
921,62.0347394540943
922,30.2805586454085
925,49.6568391439388
926,66.4292926608917
935,55.7546794105934
941,44.205495818399
944,59.5572823475282
945,25.9856630824373
949,67.6365949158269
960,56.0931899641577
961,40.1810979060555
962,70.8412397216951
968,63.6567627353311
969,51.9713261648746
977,56.1242216104979
980,82.986568031203
981,41.2186379928315
985,61.3271188519563
986,62.6441737233486
1002,66.5335994677312
1003,53.5547858504083
1004,50.4032258064516
1006,67.9392205280968
1008,63.2670352803473
1009,47.6190476190476
1010,29.2712066905615
1024,97.7517106549365
1029,33.5349462365591
1030,67.2043010752688
1033,74.9136233007201
1034,67.2618883084096
1049,58.6995384081753
1054,50.5798834877507
1055,77.3309765797614
1066,45.6769321342293
1072,61.6757963075675
1075,68.8172043010753
1080,35.2534562211982
1082,45.3405017921147
1088,78.9727961944403
1099,97.5616554819198
1101,78.0058651026393
1110,57.0719602977667
1111,58.6510263929619
1121,56.131488010665
1130,63.9171341748481
1132,38.231780167264
1135,70.7278821611981
1138,49.0043632731145
1141,63.5386119257087
1148,69.186197353628
1149,53.4513810873946
1151,24.6236559139785
1159,61.0184506353861
1163,68.9851681888394
1170,52.6344086021505
1177,35.2992288476159
1183,33.255736614566
1185,70.7175107436218
1199,53.7186379928315
1202,58.757858863623
1205,76.6721498870828
1211,48.3030913978495
1214,60.6238799283154
1222,66.1290322580645
1226,61.860972676912
1229,62.9891200610804
1231,59.9245106813495
1234,35.1906158357771
1237,51.747311827957
1243,33.026113671275
1244,55.7608442358268
1245,48.9844683393071
1247,69.7537813892016
1251,45.4002389486261
1253,30.2541544477028
1258,43.764125744812
1263,63.6200716845878
1264,64.9836372136512
1266,50.1792114695341
1269,44.216661642046
1272,67.214809957376
1278,54.2114695340502
1281,50.314465408805
1285,57.2854342235914
1289,37.1456500488759
1290,83.4665663500423
1292,71.8475073313783
1297,74.6714456391876
1298,66.0546162979314
1301,78.6782061369001
1302,46.5591397849462
1308,53.352719386875
1315,70.3060380479735
1321,108.802497204901
1322,52.1132431665314
1328,27.3216031280547
1330,48.7455197132617
1335,59.3548387096774
1345,71.6397849462366
1350,93.1544767379964
1354,51.7318269659581
1367,53.7186379928315
1372,52.7393753200205
1378,62.8047857034681
1380,53.6624766520269
1383,38.4490061909417
1384,59.3681238842529
1386,65.2997257411519
1400,58.4201168402337
1404,48.3870967741936
1408,56.9020633536763
1409,62.1764237355635
1410,65.8761528326746
1416,81.2988201457659
1417,50.7801094311358
1419,49.0962650470961
1420,41.1805078929307
1422,55.7455031960755
1424,48.8269794721408
1427,59.0860215053763
1428,47.4095796676442
1431,40.2077014980241
1434,64.5161290322581
1440,53.7634408602151
1447,71.6248506571087
1449,55.5555555555556
1455,49.3489837455042
1457,40.255376344086
1458,89.8947855243381
1462,54.6236559139785
1463,65.9548689989399
1467,54.8953027730617
1468,43.2434072770309
1472,33.6021505376344
1486,47.5599669148056
1487,57.434934743187
1492,74.070375178934
1495,74.2588962157667
1501,99.4623655913979
1503,65.5651717807501
1511,124.493213467301
1517,76.2810074960759
1521,41.1132194813409
1522,60.6253537068478
1525,71.2783149607721
1527,58.8037634408602
1528,72.255495431847
1530,44.2489410231346
1532,66.1870815837158
1535,51.1930363543267
1538,64.2871610613546
1539,56.3399635851455
1544,50.830889540567
1545,61.9860847564832
1546,61.9094167481264
1547,35.7825567502987
1549,52.9363110008271
1556,28.2123655913978
1558,56.0931899641577
1559,112.650797597788
1560,65.0640367098144
1561,68.1003584229391
1563,52.4260418338415
1564,34.5238095238095
1570,73.8324406320057
1582,88.9236149867917
1586,64.1993699061708
1588,79.5317172488389
1593,61.1451708397792
1598,53.7634408602151
1602,84.005376344086
1607,84.2743022053007
1608,90.5888697879799
1614,64.3730777483728
1620,55.1075268817204
1622,44.765531660693
1626,70.0957507955868
1631,47.6572436119783
1635,73.6027192859198
1637,63.335780397576
1643,55.2995391705069
1645,40.0444938820912
1646,55.4740957966764
1648,29.868578255675
1662,55.2297165200391
1678,83.102092727483
1679,62.4793037306392
1680,46.9208211143695
1682,55.8098002009153
1684,83.382872876318
1689,59.6285434995112
1690,38.3064516129032
1699,61.4439324116743
1700,56.0035842293907
1716,60.2258808880949
1824,43.010752688172
1833,43.5227854582693
1835,85.5016553120468
1849,74.2327179914838
1854,69.4618098969187
1855,46.3709677419355
1858,68.2710360129715
1859,64.5369474023879
1863,55.0380051909529
1865,71.0162000484581
1868,52.2273425499232
1869,58.6166003966237
1873,57.7831373731283
1877,63.4920634920635
1880,34.374227922615
1891,66.6091656603991
1892,67.7388066706298
1894,51.6459566380548
1895,54.4086021505376
1906,80.3511935091914
1907,95.4945663591742
1910,62.0688127747694
1912,73.7528424526593
1920,91.1947339186377
1928,47.7605138856026
1929,92.7608662729063
1930,61.3271188519563
1939,67.1026304231126
1940,55.2323873318056
1941,29.0955091714105
1942,32.9749103942652
1944,74.0586670700501
1948,52.8820729772607
1949,52.8381642512077
1954,34.7881087919039
1959,118.229788928714
1962,43.778801843318
1966,49.0151027785436
1971,47.7299880525687
1974,47.9569892473118
1975,52.536231884058
1976,45.4781349867526
1977,77.942064171194
1986,39.3241167434716
1989,66.8489439622736
1992,74.8013090229079
1994,70.9168272902498
1995,37.6344086021505
1996,78.2762740493553
1998,51.5955601803677
2002,55.4643475174158
2003,54.1459043622694
2014,43.010752688172
2018,50.0728995808274
2020,35.1723444879912
2028,88.499491127926
2029,54.531490015361
2031,89.0123193049918
2034,91.9407376274036
2038,54.0637952784285
2040,50.5376344086022
2042,66.4292926608917
2047,48.3399358611583
2048,69.0455148033584
2050,64.5161290322581
2054,58.3247341738077
2061,85.1188496682344
2063,34.4086021505376
2078,57.8331833954505
2084,60.9106492696956
2095,48.5320626756924
2096,103.046594982079
2099,68.3735556921542
2106,82.3510035057999
2108,46.0829493087558
2110,40.9274193548387
2113,52.4144908362193
2116,67.139705443921
2120,56.989247311828
2125,99.5619275189168
2126,53.5201673721598
2127,57.3476702508961
2130,90.4093736438594
2140,62.5236181249785
2144,47.6190476190476
2145,60.5280428088243
2147,33.3333333333333
2155,27.317640220866
2157,62.0963735717834
2162,62.754776482252
2167,51.6129032258065
2174,64.0155562614915
2176,49.5878496787175
2188,43.6491935483871
2190,49.8493442041829
2197,46.9842314806107
2204,40.4807084123972
2205,45.6317204301075
2209,75.0504885104525
2213,39.9385560675883
2217,18.8172043010753
2224,48.0708412397217
2225,99.5043439865172
2226,55.7546794105934
2227,71.4339424016843
2231,52.939294336659
2234,42.9569892473118
2239,58.5542425210263
2242,57.6344086021505
2248,57.8400094529127
2253,45.6989247311828
2257,27.8304870335231
2261,37.2043010752688
2267,30.0537634408602
2268,32.258064516129
2277,77.7710150808142
2282,37.6344086021505
2285,57.3476702508961
2289,45.1612903225807
2293,62.4793037306392
2294,33.8653084323712
2295,64.5161290322581
2297,58.2437275985663
2303,44.3409821527547
2304,65.3843585119883
2306,65.7811511701455
2310,73.5144312393888
2320,67.9142918698709
2323,57.6858708840634
2327,53.7634408602151
2337,60.0885515496521
2338,52.9376140805583
2339,71.0692694632886
2341,92.0463578929752
2343,50.733137829912
2345,42.6267281105991
2346,39.7869865948461
2355,60.148427812633
2357,45.2389270602849
2362,46.1733080328906
2363,111.429066944155
2364,53.4959610549404
2367,65.4693055734053
2368,47.0430107526882
2370,73.5144312393888
2373,60.0485192035164
2376,53.2228958244975
2392,75.3481310264342
2393,77.1663504111322
2399,65.0245024147736
2401,77.7216850631756
2403,85.5033035367276
2404,51.9697527542553
2407,75.0371236295852
2412,54.4802867383513
2414,48.7536656891496
2416,57.8990901571547
2421,37.1326164874552
2423,63.5386119257087
2425,36.2251614670307
2435,51.8659076533839
2438,52.329232272019
2439,56.1987186692143
2441,41.6666666666667
2443,64.6654719235364
2445,45.4545454545455
2446,50.1150641873742
2453,56.5828910270393
2454,46.2365591397849
2456,62.6587040346092
2462,40.3225806451613
2469,50.830889540567
2479,48.3870967741935
2483,54.8013451239258
2488,112.793504498574
2493,63.2511068943707
2495,78.8082437275986
2498,55.6173526140156
2501,63.1136044880785
2511,62.9280612280591
2513,50.4485466260592
2520,66.659551571102
2521,38.8751033912324
2523,77.1749755620723
2529,51.4592933947773
2531,41.1407199625993
2543,42.9435483870968
2547,74.5156482861401
2549,69.4789081885856
2559,52.9863083379255
2561,48.2492417976289
2565,53.7634408602151
2567,80.1564027370479
2575,99.5043439865172
2576,25.8817439589657
2577,33.2550860719875
2578,65.8327847267939
2580,54.6376431506251
2582,51.5391209053525
2583,60.6117203411688
2588,45.3405017921147
2598,43.0107526881721
2607,70.5937353903693
2609,46.5352449223417
2623,45.3604141776185
2625,55.4560761151348
2628,38.9784946236559
2629,63.3733312555192
2640,78.7250384024578
2645,56.1513663850319
2649,57.1450975779496
2651,57.3476702508961
2652,46.4516129032258
2655,56.2934851359899
2656,40.621266427718
2657,55.7698166766985
2659,53.8531961871937
2666,36.5591397849462
2668,54.9853372434018
2670,141.777290262885
2671,43.010752688172
2679,88.499491127926
2683,57.0352292020374
2690,58.7968035919502
2697,29.0322580645161
2698,56.9457005996047
2699,63.4989828538216
2701,66.5933528836755
2702,52.1889400921659
2708,43.0107526881721
2709,57.414044869242
2714,78.2013685239492
2716,39.9385560675883
2718,67.8551216751556
2721,83.5712815763749
2722,51.1520737327189
2725,47.4601408972933
2733,60.7760635811127
2737,45.7856399583767
2741,90.0504282398143
2743,78.2013685239492
2745,64.1587889419485
2746,46.9208211143695
2758,55.3064275037369
2759,32.0564516129032
2760,69.4789081885856
2776,47.258064516129
2780,42.9749103942652
2784,60.490389328661
2785,100.463960837321
2786,54.1439323029625
2796,65.9498207885305
2805,52.015943128244
2809,55.7148546395858
2812,58.3717357910906
2820,62.4205809572642
2821,39.426523297491
2822,56.0940727792786
2824,56.1009817671809
2831,67.4065206371804
2834,88.752346816863
2835,48.8709677419355
2841,50.5376344086022
2843,72.5066587747854
2848,37.5806451612903
2851,113.6462977533
2852,52.4896338463701
2853,63.8375613320806
2858,71.3042982230969
2864,42.9435483870968
2866,60.4502688172043
2877,36.1946760098264
2879,69.1360434662372
2884,100.134408602151
2887,49.2831541218638
2889,62.6613529839336
2892,55.6528908584974
2896,90.4017247966814
2899,47.438330170778
2912,72.1425726802071
2915,50.1792114695341
2918,57.4874720697659
2921,99.0411773450275
2923,69.1721288796023
2925,54.860653938995
2926,53.7634408602151
2928,51.6033026113671
2934,57.3808883175381
2938,30.1909372790078
2939,63.6521666718713
2941,56.1107012719916
2942,59.4554215853376
2945,44.9657869012708
2947,80.1075268817204
2961,56.6356788595193
2964,46.594982078853
2979,71.6397849462366
2981,45.3141419609591
2982,33.3333333333333
2984,52.6344086021505
2997,68.3696935794642
3005,69.1052825511674
3006,36.9623655913978
3008,46.3630613535737
3014,33.3333333333333
3017,85.9527431817986
3018,61.3799283154122
3025,30.4966217104398
3027,37.6344086021505
3033,47.1215466637945
3035,45.0082431649252
3038,50.4367608868285
3042,66.2432073072032
3049,61.2365591397849
3060,52.0678246484698
3061,78.9988040861269
3064,56.9323149968311
3070,37.3514431239389
3071,45.3629032258065
3073,69.0637086149008
3076,63.143445435827
3080,61.9094167481264
3087,59.5238095238095
3094,51.000892515619
3098,48.3870967741936
3099,90.242056963563
3100,53.7634408602151
3106,60.4838709677419
3110,55.354645836347
3118,91.4532756900566
3125,59.1135953786637
3133,51.3568868407578
3137,57.3476702508961
3138,36.2195812110922
3142,67.8403039245616
3145,48.7815003944036
3151,59.0860215053763
3155,66.176155592683
3165,60.035114383795
3166,73.1182795698925
3167,64.974774499312
3168,29.4284097340125
3170,45.7119110695548
3172,40.8889478279128
3179,36.2903225806452
3181,58.704778315553
3183,44.7463694422975
3186,61.4439324116744
3200,66.3746183459445
3202,55.3311569744923
3204,68.7634408602151
3207,43.778801843318
3208,75.2245674587371
3211,44.0860215053763
3224,57.6036866359447
3228,73.7597867056443
3237,40.8361867003064
3242,29.868578255675
3255,69.778082818577
3261,68.8568658558082
3262,38.2547559966915
3267,73.5892507748515
3268,34.1555977229602
3273,67.9607131220034
3275,53.4513810873946
3277,65.2468942478338
3284,30.9842668778187
3285,54.3510194488513
3287,58.3040191602425
3290,49.9738448125545
3292,67.8551216751556
3297,48.0702093605319
3298,46.505376344086
3305,72.8060734750865
3311,58.9745545133328
3312,58.0246913580247
3314,57.5919247805826
3315,30.8467741935484
3320,73.3137829912023
3323,51.4371381306865
3328,43.0035842293907
3329,53.8103139559955
3336,50.3317318691375
3337,77.7149263619222
3340,80.0200050012503
3341,71.5638050203368
3344,50.0583356982941
3347,76.8171358671012
3348,61.0948191593353
3349,63.6114832755047
3350,49.2831541218638
3358,48.7311827956989
3361,67.345387781515
3362,103.305785123967
3370,34.3396930674591
3376,81.330045887268
3378,67.2043010752688
3380,72.2721664022563
3382,47.1923536439665
3386,74.7703482161931
3389,81.1223515938156
3395,57.3476702508961
3398,56.1884145403788
3403,49.8814447201544
3405,65.9674120984234
3408,78.886544065923
3411,74.427367229619
3413,42.9435483870968
3417,86.405529953917
3419,33.6021505376344
3425,46.9932297889287
3429,54.7826530092239
3430,59.3637992831541
3435,40.0312142126012
3437,90.242056963563
3439,37.6344086021505
3443,55.5710048201706
3444,56.1009817671809
3447,43.010752688172
3453,47.3719828558538
3457,39.2706872370266
3460,53.7634408602151
3462,50.7820136852395
3469,63.1101895269289
3472,54.1684385314784
3478,70.9748394194258
3479,56.4638876614131
3480,66.7264424380174
3481,59.1688462656205
3486,33.1930808789154
3488,49.2204301075269
3491,41.8817204301075
3493,73.82701895183
3499,69.0637086149008
3500,65.2014439875678
3507,33.7941628264209
3516,49.9231950844854
3517,47.1727923584591
3521,121.677527512641
3522,45.6989247311828
3523,62.9661919984501
3528,59.7371565113501
3529,63.6889991728701
3535,72.6459448870315
